srcStateName,srcYear,Budget type,Total expenditure,Developmental expenditure,Social services,"Education, sports, art and culture",Medical and public health,Family welfare,Water supply and sanitation,Housing,Urban development,"Welfare of scheduled caste, scheduled tribes and other backward classes",Labour and labour welfare,Social security and welfare,Nutrition,Relief on account of natural calamities,Other social services,Economic services,Agriculture and allied activities,Crop husbandry,Soil and water conservation,Animal husbandry,Dairy development,Fisheries,Forestry and wild life,Plantations,Food storage and Warehousing,Agricultural research and education,Agricultural finance institutions,Cooperation,Other agricultural programmes,Rural development,Special area programmes,Irrigation and flood control,Major and medium irrigation,Minor irrigation,Flood control and drainage,Energy,Power,Industry and minerals,Village and small industries,Industries,Other industries,Transport and communications,Roads and bridges,Others means of transport and communications,"Science, technology and environment",General economic services,Secretariat services under General economic services,Tourism,Civil supplies,Others general economic services,Non developmental expenditure,Organs of state,Fiscal services,Collection of taxes and duties,Other fiscal services,Interest payments and services of debt,Appropriation for reduction or avoidance of debt,Interest payments,Interest on loans from the centre,Interest on internal debt,Interest on market loans,Interest on National Food Security Food (NSSF),"Interest on small savings, provident funds, etc",Other interests on internal debt,Administrative services,Secretariat services under Administrative services ,District administration,Police,Public works,Other administrative services,Pensions,Miscellaneous general services,Payment on account of state lotteries,Grants-in-aid and contributions,Compensation and assignments to local bodies and Panchayati Raj Institutions,"Transfers to road fund, education cess fund, etc",Reserve with finance department
MAHARASHTRA,2012-13,Accounts,13873598.0,8958979.0,6203896.0,3385659.0,535005.0,58572.0,104435.0,197220.0,409737.0,641664.0,73018.0,249760.0,256400.0,279292.0,13136.0,2755083.0,721793.0,275347.0,4004.0,76193.0,62108.0,10803.0,122382.0,,18926.0,71023.0,,74917.0,6090.0,439926.0,4813.0,257375.0,178398.0,70977.0,5730.0,547080.0,541377.0,260010.0,14418.0,245592.0,,421634.0,380671.0,40963.0,7205.0,95248.0,58235.0,39520.0,,2506.0,4766567.0,126579.0,195912.0,195539.0,373.0,2031964.0,124400.0,1907564.0,59664.0,1514518.0,735500.0,719190.0,307247.0,26135.0,1247191.0,21251.0,331778.0,715536.0,109613.0,69014.0,1147209.0,17712.0,,148052.0,148052.0,,
MAHARASHTRA,2012-13,Revised Estimates,14459617.0,9407032.0,6582934.0,3526528.0,557098.0,58974.0,110482.0,237267.0,546621.0,660807.0,79834.0,250422.0,262367.0,277368.0,15166.0,2824098.0,785826.0,324796.0,4839.0,79199.0,61734.0,11603.0,128224.0,,19331.0,71802.0,,77812.0,6485.0,358433.0,4385.0,264459.0,172306.0,83923.0,5915.0,565813.0,555082.0,280491.0,17132.0,263358.0,,437206.0,397443.0,39763.0,7570.0,119915.0,64660.0,39276.0,,15978.0,4903597.0,158437.0,207119.0,206745.0,375.0,2044895.0,124400.0,1920495.0,59842.0,1497053.0,665939.0,776909.0,328611.0,34989.0,1308812.0,21833.0,330421.0,791709.0,92816.0,72032.0,1166167.0,18166.0,6852.0,148989.0,148989.0,,
MAHARASHTRA,2012-13,Budget Estimates,13655921.0,8593478.0,6200685.0,3340311.0,550111.0,66807.0,119215.0,250469.0,571181.0,641376.0,80351.0,245037.0,266496.0,55306.0,14025.0,2392793.0,693989.0,259501.0,3466.0,82693.0,54790.0,11953.0,119254.0,,16963.0,63533.0,,71230.0,10606.0,296823.0,4428.0,286086.0,185371.0,91122.0,7080.0,370880.0,360918.0,185056.0,15943.0,169113.0,,423756.0,385306.0,38450.0,7919.0,123855.0,62922.0,46534.0,,14398.0,4955725.0,147644.0,218135.0,217602.0,532.0,1976677.0,124400.0,1852277.0,61824.0,1434450.0,602749.0,776910.0,319988.0,36016.0,1469778.0,30705.0,349867.0,759250.0,79136.0,250820.0,1084537.0,58954.0,15448.0,106718.0,106718.0,,
MIZORAM,2012-13,Revised Estimates,467304.0,327336.0,171761.0,85308.0,18870.0,3369.0,13820.0,663.0,4770.0,27869.0,805.0,9045.0,3735.0,2408.0,1099.0,155575.0,77283.0,36371.0,6066.0,12716.0,202.0,3536.0,10571.0,,4487.0,1649.0,,1277.0,409.0,6984.0,3801.0,1181.0,1.0,1007.0,,30670.0,30630.0,13235.0,12738.0,497.0,,13843.0,9140.0,4703.0,296.0,8282.0,3932.0,626.0,1518.0,2206.0,139968.0,5820.0,5979.0,5866.0,113.0,26777.0,1940.0,24837.0,2467.0,13975.0,12770.0,1200.0,8395.0,1.0,74189.0,12399.0,3475.0,39144.0,4761.0,14410.0,27017.0,187.0,187.0,,,,
UTTAR PRADESH,2012-13,Budget Estimates,15296361.0,8195049.0,5863764.0,3248013.0,562167.0,257205.0,1310.0,5610.0,105427.0,374958.0,222982.0,999194.0,,63808.0,23089.0,2331285.0,492927.0,210679.0,72875.0,52430.0,6441.0,8011.0,43022.0,520.0,,16393.0,,81459.0,1097.0,565629.0,10170.0,528310.0,387790.0,103519.0,9000.0,462491.0,456731.0,39320.0,29480.0,9754.0,86.0,197535.0,185413.0,12122.0,3326.0,31577.0,10931.0,2227.0,3939.0,14481.0,6476846.0,178357.0,343789.0,341588.0,2201.0,2679365.0,1017609.0,1661756.0,135094.0,1260719.0,668105.0,523827.0,259408.0,6535.0,1379188.0,35036.0,66259.0,929330.0,157746.0,190817.0,1892359.0,3788.0,1.0,624467.0,624467.0,,
UTTAR PRADESH,2012-13,Revised Estimates,15114163.0,8272127.0,5908149.0,3200289.0,562872.0,267205.0,2310.0,5750.0,105427.0,433204.0,222563.0,1022634.0,,63808.0,22087.0,2363978.0,527738.0,203477.0,69575.0,53013.0,9251.0,8011.0,43793.0,520.0,,16393.0,,122459.0,1247.0,564861.0,10216.0,520361.0,379742.0,103719.0,15000.0,467491.0,461731.0,41949.0,32101.0,9763.0,86.0,197496.0,185413.0,12083.0,3326.0,30540.0,9787.0,2377.0,3939.0,14437.0,6217569.0,185955.0,328691.0,326490.0,2201.0,2475962.0,826169.0,1649794.0,132430.0,1251421.0,659300.0,523827.0,259408.0,6535.0,1330714.0,33805.0,50195.0,902654.0,157728.0,186332.0,1892459.0,3788.0,1.0,624467.0,624467.0,,
HIMACHAL PRADESH,2012-13,Accounts,1617425.0,954889.0,613108.0,343942.0,82805.0,12363.0,69633.0,3074.0,17199.0,6656.0,5124.0,42642.0,5907.0,19230.0,4532.0,341781.0,119640.0,25587.0,3913.0,20915.0,1513.0,2077.0,35889.0,97.0,15935.0,11295.0,,2420.0,,36694.0,,28078.0,1450.0,26103.0,524.0,23125.0,22755.0,6877.0,5510.0,1367.0,,119776.0,102066.0,17710.0,518.0,7073.0,2418.0,1978.0,821.0,1856.0,661819.0,18078.0,19124.0,19034.0,89.0,236990.0,,236990.0,7269.0,163686.0,84954.0,48741.0,66035.0,,111775.0,6293.0,13430.0,58899.0,17945.0,15209.0,274684.0,1168.0,,718.0,718.0,,
MIZORAM,2012-13,Accounts,450891.0,308836.0,165222.0,83145.0,18659.0,3367.0,13476.0,731.0,4688.0,26558.0,731.0,7648.0,3735.0,1528.0,956.0,143614.0,72186.0,34828.0,5747.0,12434.0,175.0,3507.0,8210.0,,4154.0,1604.0,,1126.0,401.0,6350.0,3157.0,954.0,2.0,954.0,,30155.0,30104.0,12835.0,12358.0,477.0,,12669.0,9128.0,3540.0,297.0,5011.0,1146.0,616.0,1278.0,1971.0,142056.0,5163.0,5320.0,5212.0,107.0,30755.0,1940.0,28815.0,2463.0,17957.0,16357.0,1597.0,8395.0,,63583.0,7161.0,3318.0,37220.0,4561.0,11322.0,37052.0,183.0,183.0,,,,
ARUNACHAL PRADESH,2012-13,Budget Estimates,420351.0,295222.0,114601.0,53585.0,22416.0,1075.0,10721.0,1806.0,2326.0,,879.0,10665.0,5018.0,4286.0,1823.0,180621.0,58867.0,14942.0,4625.0,6559.0,146.0,1578.0,27315.0,,1612.0,1101.0,,853.0,136.0,15853.0,13479.0,14107.0,80.0,13546.0,,33283.0,32598.0,4920.0,4011.0,743.0,166.0,24071.0,15715.0,8355.0,1478.0,14563.0,9504.0,1473.0,1807.0,1779.0,125128.0,5643.0,2301.0,2222.0,79.0,35361.0,1900.0,33461.0,,,,,,33461.0,56730.0,4848.0,12163.0,24873.0,11319.0,3527.0,25000.0,94.0,,,,,
KERALA,2012-13,Accounts,5348874.0,2668592.0,1887749.0,1053202.0,278936.0,32346.0,53102.0,10024.0,31688.0,121791.0,66252.0,203466.0,199.0,24493.0,12249.0,780842.0,378715.0,112832.0,5931.0,37662.0,13502.0,22935.0,34448.0,,92194.0,28997.0,,22546.0,7667.0,54068.0,9433.0,48269.0,24960.0,10507.0,3951.0,15181.0,12833.0,37312.0,30233.0,6448.0,632.0,183675.0,164583.0,19092.0,11805.0,42385.0,10304.0,21017.0,1529.0,9535.0,2278661.0,51174.0,93601.0,83666.0,9934.0,720481.0,,720481.0,39960.0,486790.0,329578.0,108952.0,193732.0,,309708.0,15449.0,21974.0,197113.0,15295.0,59877.0,886689.0,217008.0,208251.0,401622.0,401622.0,,
GOA,2012-13,Budget Estimates,711664.0,522046.0,304808.0,127638.0,40556.0,1100.0,22570.0,1236.0,32431.0,6824.0,7422.0,60707.0,1140.0,437.0,2747.0,217238.0,26290.0,9619.0,240.0,2930.0,3911.0,3063.0,3551.0,,1232.0,240.0,,1375.0,128.0,12545.0,814.0,9725.0,3325.0,3800.0,1860.0,116087.0,115969.0,12382.0,4909.0,6973.0,500.0,29916.0,17856.0,12060.0,658.0,8820.0,1132.0,4976.0,406.0,2307.0,189618.0,7936.0,5704.0,5691.0,13.0,77862.0,3000.0,74862.0,3071.0,58082.0,24833.0,29500.0,10752.0,2957.0,46521.0,2825.0,2790.0,24900.0,8356.0,7650.0,50000.0,1594.0,99.0,,,,
GOA,2012-13,Revised Estimates,688855.0,497924.0,253071.0,118737.0,45004.0,1150.0,24678.0,1236.0,11028.0,1510.0,4490.0,40795.0,1140.0,555.0,2747.0,244854.0,26135.0,8640.0,207.0,3167.0,3224.0,3078.0,4417.0,,1347.0,240.0,,1688.0,128.0,14024.0,810.0,9850.0,3425.0,3825.0,1860.0,138888.0,138769.0,16643.0,4954.0,11189.0,500.0,29435.0,18311.0,11124.0,658.0,8411.0,1232.0,4536.0,408.0,2235.0,190931.0,9103.0,5746.0,5733.0,13.0,77862.0,3000.0,74862.0,3071.0,58082.0,24833.0,29500.0,10752.0,2957.0,46575.0,2856.0,2790.0,24900.0,8221.0,7808.0,50000.0,1644.0,99.0,,,,
GOA,2012-13,Accounts,606134.0,420076.0,220584.0,104788.0,40351.0,987.0,22016.0,866.0,6054.0,1511.0,3625.0,36903.0,1091.0,231.0,2159.0,199493.0,20271.0,7307.0,183.0,2331.0,2216.0,2457.0,3466.0,,838.0,173.0,,1203.0,96.0,9345.0,539.0,8753.0,2846.0,3878.0,1344.0,124934.0,124819.0,7132.0,2987.0,3997.0,149.0,22762.0,14944.0,7818.0,147.0,5608.0,1228.0,2853.0,314.0,1213.0,186058.0,7261.0,3996.0,3996.0,,83071.0,3000.0,80071.0,2744.0,57847.0,25815.0,28935.0,13009.0,6471.0,41983.0,2633.0,2601.0,22349.0,8057.0,6344.0,48742.0,1005.0,32.0,,,,
JAMMU AND KASHMIR,2012-13,Accounts,2511722.0,1449128.0,690798.0,331938.0,130089.0,6422.0,77233.0,5009.0,36189.0,9267.0,13319.0,63456.0,4633.0,7803.0,5439.0,758330.0,130594.0,26174.0,4948.0,30067.0,,4731.0,44014.0,,150.0,15541.0,,3055.0,1913.0,25590.0,41838.0,40534.0,6026.0,25162.0,7096.0,439484.0,439484.0,24635.0,21936.0,2699.0,,18937.0,18937.0,,2492.0,34226.0,18705.0,7564.0,,7957.0,1062594.0,18289.0,20431.0,20422.0,9.0,272276.0,1600.0,270676.0,9795.0,187225.0,117820.0,32903.0,71641.0,2015.0,405186.0,6066.0,9821.0,306859.0,43106.0,39334.0,346295.0,116.0,10.0,,,,
TAMIL NADU,2012-13,Accounts,9706744.0,5625124.0,3862288.0,1766184.0,413402.0,85225.0,23989.0,72339.0,137859.0,199913.0,30248.0,832456.0,230390.0,53171.0,17112.0,1762836.0,582758.0,338179.0,13101.0,65259.0,5519.0,26284.0,25289.0,,,45744.0,,52787.0,10595.0,85001.0,987.0,72168.0,52102.0,8280.0,9903.0,186929.0,186751.0,164735.0,77644.0,87093.0,2.0,151318.0,128939.0,22379.0,1399.0,517541.0,5210.0,4659.0,497243.0,10429.0,3165212.0,70960.0,88312.0,83848.0,4464.0,1098880.0,78368.0,1020512.0,51014.0,817611.0,534790.0,235513.0,141599.0,10288.0,567382.0,14368.0,90286.0,346880.0,39030.0,76817.0,1316157.0,23522.0,,916408.0,916408.0,,
MEGHALAYA,2012-13,Budget Estimates,596443.0,454027.0,216057.0,123683.0,28941.0,3429.0,12054.0,3887.0,8599.0,8762.0,4114.0,8682.0,9751.0,1927.0,2228.0,237970.0,72482.0,24264.0,17288.0,9155.0,991.0,2134.0,13549.0,,,1186.0,,2857.0,1058.0,33185.0,11337.0,13605.0,50.0,13444.0,83.0,27719.0,27199.0,11898.0,7804.0,4094.0,,14030.0,14030.0,,44.0,53670.0,47344.0,2426.0,1999.0,1901.0,142416.0,11081.0,6051.0,6015.0,36.0,35619.0,2043.0,33576.0,2357.0,26219.0,17347.0,5719.0,5000.0,1.0,67017.0,5956.0,2125.0,30650.0,15647.0,12639.0,22563.0,85.0,82.0,,,,
CHHATTISGARH,2012-13,Budget Estimates,2841938.0,2043146.0,1335973.0,648715.0,114273.0,14157.0,42593.0,16248.0,92534.0,150478.0,13373.0,175626.0,42244.0,20041.0,5693.0,707173.0,302493.0,99531.0,3387.0,27526.0,,5783.0,95932.0,,47254.0,6480.0,,15899.0,700.0,200758.0,,25957.0,18054.0,7394.0,,31428.0,29848.0,46662.0,14609.0,31523.0,530.0,88365.0,84921.0,3444.0,1259.0,10251.0,1214.0,4159.0,,4878.0,723962.0,26789.0,60817.0,60733.0,84.0,154254.0,20000.0,134254.0,19223.0,81928.0,19657.0,54000.0,25400.0,7703.0,263577.0,7628.0,17259.0,166715.0,8674.0,63301.0,218500.0,24.0,,74831.0,74831.0,,
ARUNACHAL PRADESH,2013-14,Budget Estimates,463416.0,320174.0,128757.0,65632.0,25785.0,1079.0,12029.0,1907.0,2598.0,,1009.0,9507.0,2631.0,4489.0,2091.0,191417.0,52300.0,15703.0,4576.0,7022.0,222.0,1805.0,14135.0,,6635.0,1171.0,,893.0,138.0,17238.0,11412.0,19232.0,85.0,18917.0,,35099.0,34379.0,5165.0,3974.0,1032.0,160.0,33585.0,25099.0,8486.0,1516.0,15869.0,9960.0,1321.0,2468.0,2121.0,143242.0,6300.0,2260.0,2170.0,90.0,34884.0,2000.0,32884.0,,,,,,32884.0,68364.0,5605.0,13016.0,32845.0,12703.0,4197.0,31350.0,83.0,,,,,
ARUNACHAL PRADESH,2013-14,Revised Estimates,632404.0,446461.0,185434.0,80304.0,30249.0,3928.0,26776.0,2472.0,3796.0,,1626.0,14659.0,2910.0,16036.0,2678.0,261027.0,71708.0,15831.0,4294.0,8891.0,226.0,2823.0,22282.0,,14972.0,1170.0,,954.0,265.0,21679.0,17309.0,20693.0,48.0,17726.0,1950.0,40795.0,40068.0,6366.0,4667.0,929.0,769.0,60624.0,51481.0,9143.0,1431.0,20422.0,13095.0,1935.0,2785.0,2607.0,185943.0,9991.0,2772.0,2678.0,95.0,37085.0,2000.0,35085.0,,,,,,35085.0,102554.0,8122.0,18350.0,54198.0,15763.0,6122.0,33500.0,41.0,,,,,
ARUNACHAL PRADESH,2013-14,Accounts,573140.0,395133.0,177016.0,77848.0,29884.0,1309.0,26776.0,2471.0,2960.0,,1486.0,12652.0,2910.0,16109.0,2610.0,218117.0,60590.0,13900.0,4201.0,8741.0,233.0,2840.0,16115.0,,12206.0,1123.0,,966.0,265.0,12545.0,7089.0,16785.0,48.0,14218.0,1950.0,40782.0,40054.0,5899.0,4226.0,916.0,758.0,56562.0,47389.0,9173.0,1228.0,16636.0,10189.0,1934.0,2177.0,2336.0,178006.0,8344.0,2638.0,2543.0,95.0,33251.0,2000.0,31251.0,,,,,,31251.0,93893.0,8012.0,17963.0,47216.0,14952.0,5749.0,39840.0,41.0,,,,,
MADHYA PRADESH,2013-14,Accounts,6986976.0,4473955.0,2776821.0,1369713.0,289289.0,39071.0,90521.0,34800.0,158824.0,241597.0,22163.0,279162.0,108432.0,114221.0,29027.0,1697134.0,621395.0,126874.0,6480.0,60403.0,,5774.0,189045.0,,174335.0,13801.0,,44682.0,,340556.0,,78297.0,65919.0,12008.0,371.0,334048.0,329651.0,146931.0,28740.0,118191.0,,141221.0,141198.0,23.0,12061.0,22625.0,2652.0,7244.0,11209.0,1520.0,2059093.0,83774.0,258368.0,258155.0,212.0,639132.0,,639132.0,63777.0,466173.0,257972.0,163901.0,84605.0,24578.0,483363.0,14368.0,41870.0,329044.0,36337.0,61743.0,593174.0,1282.0,,453929.0,453929.0,,
MADHYA PRADESH,2013-14,Revised Estimates,7362333.0,4857314.0,3031553.0,1359759.0,329663.0,48209.0,90684.0,48423.0,207628.0,312745.0,29501.0,326652.0,130867.0,116428.0,30992.0,1825761.0,710283.0,184683.0,7433.0,71879.0,,7749.0,188775.0,,180486.0,14533.0,,54744.0,,438987.0,,75371.0,61942.0,12780.0,650.0,327635.0,322939.0,81622.0,31200.0,50422.0,,150139.0,150104.0,34.0,12172.0,29552.0,5037.0,8049.0,14146.0,2320.0,2080953.0,105697.0,237608.0,237308.0,300.0,635611.0,,635611.0,67575.0,464993.0,252001.0,165000.0,78406.0,24637.0,497772.0,19407.0,51182.0,316816.0,40026.0,70340.0,601085.0,3179.0,,424066.0,424066.0,,
RAJASTHAN,2013-14,Budget Estimates,7619474.0,5267972.0,3062391.0,1626108.0,386411.0,79166.0,185870.0,6792.0,262978.0,104253.0,31919.0,142296.0,157855.0,70793.0,7949.0,2205581.0,361924.0,163192.0,7851.0,56941.0,87.0,1541.0,82000.0,,,13823.0,,35699.0,791.0,473961.0,90.0,169327.0,144582.0,21521.0,,938471.0,938289.0,23656.0,6620.0,17036.0,,150679.0,141679.0,9000.0,4836.0,82636.0,14668.0,2989.0,49569.0,15409.0,2313922.0,69437.0,107442.0,107222.0,220.0,924112.0,,924112.0,54478.0,616874.0,373023.0,199535.0,243830.0,8929.0,402654.0,14571.0,36014.0,292168.0,12392.0,47509.0,785135.0,25142.0,,37581.0,37581.0,,
NAGALAND,2013-14,Budget Estimates,614102.0,342320.0,174557.0,104972.0,25210.0,2798.0,5042.0,774.0,2982.0,5304.0,2318.0,10867.0,5952.0,5189.0,3150.0,167763.0,40898.0,17788.0,3710.0,6673.0,118.0,2412.0,5390.0,,1786.0,1264.0,,1757.0,,12080.0,21604.0,18870.0,,18870.0,,29938.0,29602.0,7906.0,6332.0,1574.0,,21498.0,15792.0,5706.0,1108.0,13861.0,9599.0,800.0,,3462.0,271783.0,5684.0,5236.0,5231.0,5.0,57478.0,3600.0,53878.0,2223.0,46765.0,35043.0,1800.0,4890.0,,129387.0,8655.0,9863.0,91548.0,7461.0,11860.0,73672.0,325.0,198.0,,,,
NAGALAND,2013-14,Revised Estimates,631007.0,351064.0,189043.0,116422.0,25862.0,2774.0,5225.0,1667.0,2940.0,5301.0,2540.0,13276.0,5621.0,4222.0,3193.0,162022.0,37533.0,13318.0,3343.0,6898.0,118.0,3766.0,5437.0,,1553.0,1308.0,,1792.0,,16857.0,13617.0,15888.0,,15888.0,,31201.0,30852.0,7725.0,6091.0,1634.0,,23653.0,17330.0,6322.0,1112.0,14436.0,9741.0,1088.0,,3607.0,279942.0,8387.0,5932.0,5927.0,5.0,57036.0,3600.0,53436.0,2012.0,46533.0,35043.0,1800.0,4890.0,,138115.0,8951.0,9891.0,98328.0,7989.0,12956.0,70102.0,371.0,225.0,,,,
NAGALAND,2013-14,Accounts,575035.0,301947.0,170156.0,103002.0,26229.0,2591.0,5236.0,1461.0,1582.0,2198.0,2545.0,10855.0,7039.0,4222.0,3196.0,131791.0,34126.0,11301.0,3661.0,6273.0,67.0,3259.0,4831.0,,1551.0,1347.0,,1835.0,,8548.0,6747.0,8458.0,,8458.0,,29731.0,29383.0,6791.0,5157.0,1633.0,,22330.0,16008.0,6322.0,675.0,14387.0,9840.0,1088.0,,3460.0,273088.0,8357.0,5701.0,5696.0,5.0,50585.0,1200.0,49385.0,1892.0,42601.0,31977.0,1331.0,4892.0,,138570.0,8553.0,10105.0,98751.0,8723.0,12437.0,69511.0,365.0,224.0,,,,
MADHYA PRADESH,2013-14,Budget Estimates,7438865.0,4756618.0,3010070.0,1387225.0,343835.0,48265.0,101562.0,34601.0,187654.0,300052.0,26689.0,359925.0,136712.0,56901.0,26650.0,1746548.0,695893.0,181886.0,7129.0,72005.0,,7727.0,189228.0,,160752.0,11850.0,,65315.0,,464527.0,,78987.0,66234.0,11999.0,754.0,257989.0,252967.0,80456.0,30897.0,49559.0,,122326.0,122298.0,28.0,9692.0,36679.0,7203.0,6917.0,20286.0,2273.0,2229527.0,102262.0,245971.0,245671.0,300.0,651852.0,,651852.0,72575.0,476543.0,242631.0,165000.0,85226.0,17508.0,572948.0,19792.0,51425.0,387476.0,42900.0,71356.0,653085.0,3409.0,,452720.0,452720.0,,
UTTAR PRADESH,2013-14,Budget Estimates,16789220.0,9177177.0,6621906.0,3530769.0,618449.0,275107.0,13910.0,6160.0,250326.0,516129.0,222233.0,1117335.0,,47191.0,24296.0,2555271.0,528697.0,196120.0,79453.0,56162.0,10454.0,7901.0,50491.0,572.0,,16302.0,,109866.0,1375.0,604395.0,71803.0,574148.0,428028.0,107881.0,9000.0,466685.0,459075.0,49129.0,32778.0,15261.0,1090.0,215322.0,201316.0,14007.0,3625.0,41467.0,11761.0,2399.0,3012.0,24296.0,6634269.0,187988.0,288282.0,285890.0,2392.0,2603734.0,898280.0,1705454.0,124938.0,1294741.0,725653.0,498388.0,279239.0,6535.0,1464913.0,38790.0,69571.0,984422.0,169716.0,202414.0,2085939.0,3413.0,1.0,977774.0,977774.0,,
UTTAR PRADESH,2013-14,Revised Estimates,16661759.0,9214250.0,6574930.0,3336502.0,597008.0,266192.0,13910.0,6324.0,238011.0,631035.0,276589.0,1138325.0,,47214.0,23819.0,2639320.0,528691.0,203395.0,77634.0,53985.0,10431.0,7680.0,48232.0,545.0,,16556.0,,108927.0,1306.0,637786.0,36165.0,579018.0,431874.0,108061.0,10500.0,526583.0,518963.0,61281.0,32622.0,27568.0,1090.0,224972.0,211316.0,13656.0,3613.0,41212.0,11288.0,2857.0,2876.0,24190.0,6469736.0,186147.0,274836.0,272544.0,2291.0,2537783.0,836425.0,1701359.0,124938.0,1287188.0,698416.0,518071.0,282697.0,6535.0,1401040.0,37478.0,68351.0,933085.0,161750.0,200376.0,2065939.0,3991.0,1.0,977774.0,977774.0,,
UTTAR PRADESH,2013-14,Accounts,15814687.0,8646701.0,6075628.0,3142517.0,547095.0,252668.0,13401.0,6557.0,251620.0,554653.0,198346.0,1049962.0,,45482.0,13327.0,2571072.0,460480.0,149181.0,71956.0,53693.0,9856.0,5542.0,48339.0,516.0,,15787.0,,104417.0,1192.0,659594.0,28289.0,475812.0,333782.0,113404.0,10739.0,525669.0,518863.0,48660.0,24450.0,24136.0,74.0,337513.0,325641.0,11873.0,3566.0,31489.0,9348.0,1969.0,2605.0,17567.0,6198349.0,161926.0,262563.0,260683.0,1881.0,2577669.0,836425.0,1741244.0,122514.0,1273565.0,694527.0,515518.0,338620.0,6544.0,1240941.0,33759.0,58838.0,907257.0,65854.0,175233.0,1952121.0,3130.0,,969637.0,969637.0,,
BIHAR,2013-14,Accounts,6247723.0,4045490.0,2639485.0,1434354.0,175269.0,36074.0,69565.0,90830.0,136301.0,207360.0,11113.0,269784.0,122585.0,80248.0,6001.0,1406005.0,319327.0,168328.0,617.0,27341.0,4977.0,1167.0,22949.0,,26680.0,43865.0,,22760.0,643.0,405978.0,,103903.0,38525.0,33944.0,23052.0,323574.0,318205.0,58024.0,4693.0,53332.0,,138085.0,137510.0,575.0,,57114.0,6185.0,1447.0,39636.0,9846.0,2201847.0,76827.0,67526.0,67168.0,358.0,589532.0,43627.0,545904.0,43431.0,422572.0,208101.0,194858.0,79000.0,902.0,519790.0,13339.0,35253.0,380466.0,38587.0,52144.0,948173.0,,,385.0,385.0,,
BIHAR,2013-14,Revised Estimates,7929367.0,5361292.0,3522278.0,1901393.0,230409.0,47231.0,78736.0,104400.0,199622.0,249529.0,13114.0,414154.0,162926.0,102005.0,18757.0,1839014.0,431049.0,226509.0,5791.0,63380.0,15881.0,14080.0,23806.0,,2166.0,56480.0,,22224.0,733.0,484601.0,,180706.0,45634.0,100198.0,25874.0,326389.0,320867.0,92686.0,14184.0,78502.0,,188982.0,188004.0,978.0,,134602.0,11634.0,2431.0,85422.0,35115.0,2567663.0,100061.0,91136.0,90738.0,398.0,632428.0,43627.0,588800.0,40347.0,457470.0,234814.0,191131.0,90250.0,734.0,616629.0,19080.0,49035.0,433738.0,45366.0,69411.0,1127409.0,,,412.0,412.0,,
BIHAR,2013-14,Budget Estimates,7325762.0,4778435.0,3200463.0,1832262.0,229509.0,47231.0,68236.0,99400.0,178348.0,187812.0,11529.0,382420.0,100426.0,45094.0,18194.0,1577972.0,417518.0,227543.0,7491.0,63380.0,15881.0,14080.0,16838.0,,2166.0,47190.0,,22217.0,733.0,445516.0,,129866.0,45641.0,49348.0,25877.0,247422.0,245400.0,66201.0,11784.0,54417.0,,138982.0,138004.0,978.0,,132467.0,13717.0,2342.0,84158.0,32250.0,2546915.0,99245.0,88892.0,88495.0,398.0,618142.0,29345.0,588797.0,40340.0,457673.0,235017.0,191131.0,90250.0,534.0,613231.0,18452.0,48750.0,433335.0,44982.0,67712.0,1127404.0,,,412.0,412.0,,
SIKKIM,2013-14,Accounts,345796.0,195454.0,127636.0,64604.0,14458.0,1680.0,2219.0,17004.0,4029.0,2599.0,585.0,4404.0,879.0,10322.0,4853.0,67819.0,23560.0,5549.0,704.0,3317.0,174.0,451.0,7778.0,470.0,2500.0,,,1096.0,1522.0,9319.0,99.0,3978.0,,3768.0,210.0,12044.0,11936.0,2991.0,1936.0,1055.0,,12774.0,8809.0,3965.0,224.0,2829.0,623.0,1197.0,49.0,960.0,146800.0,5935.0,8898.0,8898.0,,22116.0,1200.0,20916.0,1176.0,14747.0,10644.0,1495.0,4994.0,,39649.0,3488.0,981.0,22190.0,4157.0,8833.0,26063.0,44138.0,43290.0,3541.0,3541.0,,
SIKKIM,2013-14,Revised Estimates,403163.0,214602.0,128690.0,64267.0,14549.0,1667.0,2254.0,15471.0,4218.0,3881.0,802.0,5381.0,925.0,10399.0,4875.0,85912.0,32256.0,5589.0,729.0,3541.0,246.0,451.0,13498.0,475.0,2730.0,,,1128.0,3868.0,9059.0,100.0,14711.0,,14301.0,210.0,11206.0,11098.0,2915.0,1819.0,1096.0,,12402.0,8435.0,3967.0,268.0,2995.0,664.0,1204.0,58.0,1070.0,183050.0,6351.0,8934.0,8934.0,,21872.0,1200.0,20672.0,1438.0,15408.0,11207.0,1673.0,3825.0,,42921.0,3239.0,1013.0,23991.0,5325.0,9353.0,28357.0,74615.0,73603.0,5511.0,5511.0,,
